AssetID,Latitude,Longitude,Vs30,Value,Vulnerability,occupancy,strType,occType,designLevel,censusTract,ExpectedLoss
"474",35.302498,-119.025042,360,349.41,"W1-m-COM4-DF","COM4","W1","COM","MC","6029003137",NaN
"475",35.302498,-119.025042,360,1016.00,"W1-m-COM7-DF","COM7","W1","COM","MC","6029003137",NaN
"476",35.302498,-119.025042,360,1339.22,"RM1L-h-COM8-DF","COM8","RM1L","COM","HC","6029003137",NaN
"477",35.302498,-119.025042,360,2678.43,"RM2L-h-COM8-DF","COM8","RM2L","COM","HC","6029003137",NaN
"478",35.302498,-119.025042,360,1339.22,"RM2L-m-COM8-DF","COM8","RM2L","COM","MC","6029003137",NaN
"479",35.302498,-119.025042,360,1362.71,"S2L-h-COM8-DF","COM8","S2L","COM","HC","6029003137",NaN
"480",35.302498,-119.025042,360,1362.71,"S4L-h-COM8-DF","COM8","S4L","COM","HC","6029003137",NaN
"481",35.302498,-119.025042,360,1315.72,"W2-h-COM8-DF","COM8","W2","COM","HC","6029003137",NaN
"482",35.302498,-119.025042,360,11785.00,"C2L-h-EDU1-DF","EDU1","C2L","EDU","HS","6029003137",NaN
"483",35.302498,-119.025042,360,165.00,"S2L-h-IND2-DF","IND2","S2L","IND","HC","6029003137",NaN
"484",35.302498,-119.025042,360,919.40,"C2L-h-REL1-DF","REL1","C2L","REL","HC","6029003137",NaN
"485",35.302498,-119.025042,360,1838.80,"C2L-m-REL1-DF","REL1","C2L","REL","MC","6029003137",NaN
"486",35.302498,-119.025042,360,919.40,"PC2L-h-REL1-DF","REL1","PC2L","REL","HC","6029003137",NaN
"487",35.302498,-119.025042,360,919.40,"RM2L-h-REL1-DF","REL1","RM2L","REL","HC","6029003137",NaN
"488",35.302498,-119.025042,360,137223.70,"W1-h-RES1-DF","RES1","W1","RES","HC","6029003137",NaN
"489",35.302498,-119.025042,360,32188.28,"W1-m-RES1-DF","RES1","W1","RES","MC","6029003137",NaN
"490",35.302498,-119.025042,360,103.00,"MH-h-RES2-DF","RES2","MH","RES","HC","6029003137",NaN
"491",35.302498,-119.025042,360,244.86,"C2L-h-RES3AF-DF","RES3A","C2L","RES","HC","6029003137",NaN
"492",35.302498,-119.025042,360,530.53,"RM1L-h-RES3AF-DF","RES3A","RM1L","RES","HC","6029003137",NaN
"493",35.302498,-119.025042,360,244.86,"S3-h-RES3AF-DF","RES3A","S3","RES","HC","6029003137",NaN
"494",35.302498,-119.025042,360,3060.75,"W1-h-RES3AF-DF","RES3A","W1","RES","HC","6029003137",NaN
"495",35.302498,-119.025042,360,2071.62,"C2L-h-RES3AF-DF","RES3B","C2L","RES","HC","6029003137",NaN
"496",35.302498,-119.025042,360,309.55,"PC2L-h-RES3AF-DF","RES3B","PC2L","RES","HC","6029003137",NaN
"497",35.302498,-119.025042,360,1948.23,"RM1L-h-RES3AF-DF","RES3B","RM1L","RES","HC","6029003137",NaN
"498",35.302498,-119.025042,360,285.74,"S3-h-RES3AF-DF","RES3B","S3","RES","HC","6029003137",NaN
"499",35.302498,-119.025042,360,580.14,"S4L-h-RES3AF-DF","RES3B","S4L","RES","HC","6029003137",NaN
"500",35.302498,-119.025042,360,16451.72,"W1-h-RES3AF-DF","RES3B","W1","RES","HC","6029003137",NaN
