assetID,lat,lon,vs30,value,vulnModel,censusTract,occType,occupancy,strType,designLevel,hazus
426,34.0145285,-118.2980282,360,168.6102,S3-m-RES3AF-DF,6037231210,RES,RES3A,S3,MC,S3-MC-RES3
427,34.0145285,-118.2980282,360,168.6102,S5L-p-RES3AF-DF,6037231210,RES,RES3A,S5L,PC,S5L-PC-RES3
428,34.0145285,-118.2980282,360,817.504,URML-p-RES3AF-DF,6037231210,RES,RES3A,URML,PC,URML-PC-RES3
429,34.0145285,-118.2980282,360,480.2836,W1-h-RES3AF-DF,6037231210,RES,RES3A,W1,HC,W1-HC-RES3
430,34.0145285,-118.2980282,360,47548.07,W1-m-RES3AF-DF,6037231210,RES,RES3A,W1,MC,W1-MC-RES3
431,34.0145285,-118.2980282,360,332.78,S2M-m-RES3AF-DF,6037231210,RES,RES3B,S2M,MC,S2M-MC-RES3
432,34.0145285,-118.2980282,360,2635.617,W1-h-RES3AF-DF,6037231210,RES,RES3B,W1,HC,W1-HC-RES3
433,34.0145285,-118.2980282,360,30309.6,W1-m-RES3AF-DF,6037231210,RES,RES3B,W1,MC,W1-MC-RES3
434,34.0145285,-118.2980282,360,1130.575,C2M-m-RES3AF-DF,6037231210,RES,RES3C,C2M,MC,C2M-MC-RES3
435,34.0145285,-118.2980282,360,1130.575,PC2M-h-RES3AF-DF,6037231210,RES,RES3C,PC2M,SC,PC2M-SC-RES3
436,34.0145285,-118.2980282,360,904.46,RM1M-h-RES3AF-DF,6037231210,RES,RES3C,RM1M,SC,RM1M-SC-RES3
437,34.0145285,-118.2980282,360,1076.307,S1M-p-RES3AF-DF,6037231210,RES,RES3C,S1M,PC,S1M-PC-RES3
438,34.0145285,-118.2980282,360,1044.651,S3-h-RES3AF-DF,6037231210,RES,RES3C,S3,HC,S3-HC-RES3
439,34.0145285,-118.2980282,360,1044.651,S4M-h-RES3AF-DF,6037231210,RES,RES3C,S4M,SC,S4M-SC-RES3
440,34.0145285,-118.2980282,360,4278.096,W1-h-RES3AF-DF,6037231210,RES,RES3C,W1,HC,W1-HC-RES3
441,34.0145285,-118.2980282,360,31113.43,W1-m-RES3AF-DF,6037231210,RES,RES3C,W1,MC,W1-MC-RES3
442,34.0145285,-118.2980282,360,3500.26,W2-m-RES3AF-DF,6037231210,RES,RES3C,W2,MC,W2-MC-RES3
443,34.0145285,-118.2980282,360,2951.62,C2M-m-RES3AF-DF,6037231210,RES,RES3D,C2M,MC,C2M-MC-RES3
444,34.0145285,-118.2980282,360,2740.79,RM1M-m-RES3AF-DF,6037231210,RES,RES3D,RM1M,MC,RM1M-MC-RES3
445,34.0145285,-118.2980282,360,2740.79,RM2M-m-RES3AF-DF,6037231210,RES,RES3D,RM2M,MC,RM2M-MC-RES3
446,34.0145285,-118.2980282,360,2951.62,S2M-m-RES3AF-DF,6037231210,RES,RES3D,S2M,MC,S2M-MC-RES3
447,34.0145285,-118.2980282,360,2770.306,W1-m-RES3AF-DF,6037231210,RES,RES3D,W1,MC,W1-MC-RES3
448,34.0145285,-118.2980282,360,16929.65,W2-m-RES3AF-DF,6037231210,RES,RES3D,W2,MC,W2-MC-RES3
449,34.0145285,-118.2980282,360,11081.22,W2-p-RES3AF-DF,6037231210,RES,RES3D,W2,PC,W2-PC-RES3
450,34.0145285,-118.2980282,360,4325,C3M-p-RES3AF-DF,6037231210,RES,RES3E,C3M,PC,C3M-PC-RES3
451,34.0145285,-118.2980282,360,4325,S2M-p-RES3AF-DF,6037231210,RES,RES3E,S2M,PC,S2M-PC-RES3
452,34.0145285,-118.2980282,360,8693.25,W2-m-RES3AF-DF,6037231210,RES,RES3E,W2,MC,W2-MC-RES3
453,34.0145285,-118.2980282,360,4281.75,W2-p-RES3AF-DF,6037231210,RES,RES3E,W2,PC,W2-PC-RES3
454,34.0145285,-118.2980282,360,759,W1-m-RES4-DF,6037231210,RES,RES4,W1,MC,W1-MC-RES4
455,35.3024984,-119.0250417,360,110,RM1L-h-AGR1-DF,6029003137,AGR,AGR1,RM1L,HC,RM1L-HC-AGR1
456,35.3024984,-119.0250417,360,5724.873,C2L-h-COM1-DF,6029003137,COM,COM1,C2L,HC,C2L-HC-COM1
457,35.3024984,-119.0250417,360,5898.354,PC1-h-COM1-DF,6029003137,COM,COM1,PC1,HC,PC1-HC-COM1
458,35.3024984,-119.0250417,360,5724.873,PC1-m-COM1-DF,6029003137,COM,COM1,PC1,MC,PC1-MC-COM1
459,35.3024984,-119.0250417,360,5782.7,RM1L-h-COM1-DF,6029003137,COM,COM1,RM1L,HC,RM1L-HC-COM1
460,35.3024984,-119.0250417,360,5782.7,RM2L-m-COM1-DF,6029003137,COM,COM1,RM2L,MC,RM2L-MC-COM1
461,35.3024984,-119.0250417,360,11565.4,S3-m-COM1-DF,6029003137,COM,COM1,S3,MC,S3-MC-COM1
462,35.3024984,-119.0250417,360,6045.55,W1-m-COM1-DF,6029003137,COM,COM1,W1,MC,W1-MC-COM1
463,35.3024984,-119.0250417,360,6045.55,W2-h-COM1-DF,6029003137,COM,COM1,W2,HC,W2-HC-COM1
464,35.3024984,-119.0250417,360,2710.485,PC1-h-COM2-DF,6029003137,COM,COM2,PC1,HC,PC1-HC-COM2
465,35.3024984,-119.0250417,360,1335.015,PC1-m-COM2-DF,6029003137,COM,COM2,PC1,MC,PC1-MC-COM2
466,35.3024984,-119.0250417,360,1348.5,S1L-m-COM2-DF,6029003137,COM,COM2,S1L,MC,S1L-MC-COM2
467,35.3024984,-119.0250417,360,226.5,PC2L-h-COM3-DF,6029003137,COM,COM3,PC2L,HC,PC2L-HC-COM3
468,35.3024984,-119.0250417,360,226.5,RM1L-m-COM3-DF,6029003137,COM,COM3,RM1L,MC,RM1L-MC-COM3
469,35.3024984,-119.0250417,360,365.545,C2L-h-COM4-DF,6029003137,COM,COM4,C2L,HC,C2L-HC-COM4
470,35.3024984,-119.0250417,360,365.545,PC1-h-COM4-DF,6029003137,COM,COM4,PC1,HC,PC1-HC-COM4
471,35.3024984,-119.0250417,360,365.545,RM1L-h-COM4-DF,6029003137,COM,COM4,RM1L,HC,RM1L-HC-COM4
472,35.3024984,-119.0250417,360,365.545,RM2L-h-COM4-DF,6029003137,COM,COM4,RM2L,HC,RM2L-HC-COM4
473,35.3024984,-119.0250417,360,709.4094,W1-h-COM4-DF,6029003137,COM,COM4,W1,HC,W1-HC-COM4
474,35.3024984,-119.0250417,360,349.4106,W1-m-COM4-DF,6029003137,COM,COM4,W1,MC,W1-MC-COM4
475,35.3024984,-119.0250417,360,1016,W1-m-COM7-DF,6029003137,COM,COM7,W1,MC,W1-MC-COM7
476,35.3024984,-119.0250417,360,1339.215,RM1L-h-COM8-DF,6029003137,COM,COM8,RM1L,HC,RM1L-HC-COM8
477,35.3024984,-119.0250417,360,2678.43,RM2L-h-COM8-DF,6029003137,COM,COM8,RM2L,HC,RM2L-HC-COM8
478,35.3024984,-119.0250417,360,1339.215,RM2L-m-COM8-DF,6029003137,COM,COM8,RM2L,MC,RM2L-MC-COM8
479,35.3024984,-119.0250417,360,1362.71,S2L-h-COM8-DF,6029003137,COM,COM8,S2L,HC,S2L-HC-COM8
480,35.3024984,-119.0250417,360,1362.71,S4L-h-COM8-DF,6029003137,COM,COM8,S4L,HC,S4L-HC-COM8
481,35.3024984,-119.0250417,360,1315.72,W2-h-COM8-DF,6029003137,COM,COM8,W2,HC,W2-HC-COM8
482,35.3024984,-119.0250417,360,11785,C2L-h-EDU1-DF,6029003137,EDU,EDU1,C2L,HS,C2L-HS-EDU1
483,35.3024984,-119.0250417,360,165,S2L-h-IND2-DF,6029003137,IND,IND2,S2L,HC,S2L-HC-IND2
484,35.3024984,-119.0250417,360,919.4,C2L-h-REL1-DF,6029003137,REL,REL1,C2L,HC,C2L-HC-REL1
485,35.3024984,-119.0250417,360,1838.8,C2L-m-REL1-DF,6029003137,REL,REL1,C2L,MC,C2L-MC-REL1
486,35.3024984,-119.0250417,360,919.4,PC2L-h-REL1-DF,6029003137,REL,REL1,PC2L,HC,PC2L-HC-REL1
487,35.3024984,-119.0250417,360,919.4,RM2L-h-REL1-DF,6029003137,REL,REL1,RM2L,HC,RM2L-HC-REL1
488,35.3024984,-119.0250417,360,137223.7,W1-h-RES1-DF,6029003137,RES,RES1,W1,HC,W1-HC-RES1
489,35.3024984,-119.0250417,360,32188.28,W1-m-RES1-DF,6029003137,RES,RES1,W1,MC,W1-MC-RES1
490,35.3024984,-119.0250417,360,103,MH-h-RES2-DF,6029003137,RES,RES2,MH,HC,MH-HC-RES2
491,35.3024984,-119.0250417,360,244.86,C2L-h-RES3AF-DF,6029003137,RES,RES3A,C2L,HC,C2L-HC-RES3
492,35.3024984,-119.0250417,360,530.53,RM1L-h-RES3AF-DF,6029003137,RES,RES3A,RM1L,HC,RM1L-HC-RES3
493,35.3024984,-119.0250417,360,244.86,S3-h-RES3AF-DF,6029003137,RES,RES3A,S3,HC,S3-HC-RES3
494,35.3024984,-119.0250417,360,3060.75,W1-h-RES3AF-DF,6029003137,RES,RES3A,W1,HC,W1-HC-RES3
495,35.3024984,-119.0250417,360,2071.618,C2L-h-RES3AF-DF,6029003137,RES,RES3B,C2L,HC,C2L-HC-RES3
496,35.3024984,-119.0250417,360,309.5521,PC2L-h-RES3AF-DF,6029003137,RES,RES3B,PC2L,HC,PC2L-HC-RES3
497,35.3024984,-119.0250417,360,1948.23,RM1L-h-RES3AF-DF,6029003137,RES,RES3B,RM1L,HC,RM1L-HC-RES3
498,35.3024984,-119.0250417,360,285.7404,S3-h-RES3AF-DF,6029003137,RES,RES3B,S3,HC,S3-HC-RES3
499,35.3024984,-119.0250417,360,580.1396,S4L-h-RES3AF-DF,6029003137,RES,RES3B,S4L,HC,S4L-HC-RES3
500,35.3024984,-119.0250417,360,16451.72,W1-h-RES3AF-DF,6029003137,RES,RES3B,W1,HC,W1-HC-RES3
