AssetID,Latitude,Longitude,Vs30,Value,Vulnerability,censusTract,occType,occupancy,strType,designLevel,ExpectedLoss
"472",35.302498,-119.025042,360,365.55,"RM2L-h-COM4-DF","6029003137","COM","COM4","RM2L","HC",NaN
"473",35.302498,-119.025042,360,709.41,"W1-h-COM4-DF","6029003137","COM","COM4","W1","HC",NaN
"474",35.302498,-119.025042,360,349.41,"W1-m-COM4-DF","6029003137","COM","COM4","W1","MC",NaN
"475",35.302498,-119.025042,360,1016.00,"W1-m-COM7-DF","6029003137","COM","COM7","W1","MC",NaN
"476",35.302498,-119.025042,360,1339.22,"RM1L-h-COM8-DF","6029003137","COM","COM8","RM1L","HC",NaN
"477",35.302498,-119.025042,360,2678.43,"RM2L-h-COM8-DF","6029003137","COM","COM8","RM2L","HC",NaN
"478",35.302498,-119.025042,360,1339.22,"RM2L-m-COM8-DF","6029003137","COM","COM8","RM2L","MC",NaN
"479",35.302498,-119.025042,360,1362.71,"S2L-h-COM8-DF","6029003137","COM","COM8","S2L","HC",NaN
"480",35.302498,-119.025042,360,1362.71,"S4L-h-COM8-DF","6029003137","COM","COM8","S4L","HC",NaN
"481",35.302498,-119.025042,360,1315.72,"W2-h-COM8-DF","6029003137","COM","COM8","W2","HC",NaN
"482",35.302498,-119.025042,360,11785.00,"C2L-h-EDU1-DF","6029003137","EDU","EDU1","C2L","HS",NaN
"483",35.302498,-119.025042,360,165.00,"S2L-h-IND2-DF","6029003137","IND","IND2","S2L","HC",NaN
"484",35.302498,-119.025042,360,919.40,"C2L-h-REL1-DF","6029003137","REL","REL1","C2L","HC",NaN
"485",35.302498,-119.025042,360,1838.80,"C2L-m-REL1-DF","6029003137","REL","REL1","C2L","MC",NaN
"486",35.302498,-119.025042,360,919.40,"PC2L-h-REL1-DF","6029003137","REL","REL1","PC2L","HC",NaN
"487",35.302498,-119.025042,360,919.40,"RM2L-h-REL1-DF","6029003137","REL","REL1","RM2L","HC",NaN
"488",35.302498,-119.025042,360,137223.70,"W1-h-RES1-DF","6029003137","RES","RES1","W1","HC",NaN
"489",35.302498,-119.025042,360,32188.28,"W1-m-RES1-DF","6029003137","RES","RES1","W1","MC",NaN
"490",35.302498,-119.025042,360,103.00,"MH-h-RES2-DF","6029003137","RES","RES2","MH","HC",NaN
"491",35.302498,-119.025042,360,244.86,"C2L-h-RES3AF-DF","6029003137","RES","RES3A","C2L","HC",NaN
"492",35.302498,-119.025042,360,530.53,"RM1L-h-RES3AF-DF","6029003137","RES","RES3A","RM1L","HC",NaN
"493",35.302498,-119.025042,360,244.86,"S3-h-RES3AF-DF","6029003137","RES","RES3A","S3","HC",NaN
"494",35.302498,-119.025042,360,3060.75,"W1-h-RES3AF-DF","6029003137","RES","RES3A","W1","HC",NaN
"495",35.302498,-119.025042,360,2071.62,"C2L-h-RES3AF-DF","6029003137","RES","RES3B","C2L","HC",NaN
"496",35.302498,-119.025042,360,309.55,"PC2L-h-RES3AF-DF","6029003137","RES","RES3B","PC2L","HC",NaN
"497",35.302498,-119.025042,360,1948.23,"RM1L-h-RES3AF-DF","6029003137","RES","RES3B","RM1L","HC",NaN
"498",35.302498,-119.025042,360,285.74,"S3-h-RES3AF-DF","6029003137","RES","RES3B","S3","HC",NaN
"499",35.302498,-119.025042,360,580.14,"S4L-h-RES3AF-DF","6029003137","RES","RES3B","S4L","HC",NaN
"500",35.302498,-119.025042,360,16451.72,"W1-h-RES3AF-DF","6029003137","RES","RES3B","W1","HC",NaN
